epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
79,502.613,1.49679,1.2932,1.39801,0.61579,0.66189,0.69784,0.3703,1.48979,1.58979,1.46876,0.00941734,0.00941734,0.00941734
80,508.823,1.52871,1.27509,1.3957,0.65841,0.61873,0.6747,0.36909,1.56669,1.40106,1.50544,0.00940262,0.00940262,0.00940262
81,515.077,1.53518,1.2737,1.39877,0.65949,0.58011,0.62453,0.32313,1.68742,1.57764,1.58156,0.00938772,0.00938772,0.00938772
82,521.379,1.49567,1.28548,1.39828,0.70239,0.59725,0.67543,0.3454,1.65583,1.4419,1.53525,0.00937265,0.00937265,0.00937265
83,527.504,1.5297,1.29668,1.38908,0.70781,0.63249,0.71405,0.38018,1.5608,1.62632,1.46672,0.00935741,0.00935741,0.00935741
84,533.619,1.52454,1.2927,1.40581,0.68133,0.65456,0.70159,0.36818,1.56963,1.61865,1.48649,0.009342,0.009342,0.009342
85,539.78,1.54557,1.28016,1.39062,0.69362,0.67164,0.73466,0.39728,1.52039,1.34398,1.46705,0.00932642,0.00932642,0.00932642
86,545.887,1.47289,1.28389,1.37656,0.50131,0.5638,0.56684,0.2931,1.71985,3.09933,1.59833,0.00931067,0.00931067,0.00931067
87,552.27,1.51885,1.25584,1.3815,0.62392,0.62689,0.67477,0.34522,1.61309,1.48444,1.51092,0.00929476,0.00929476,0.00929476
88,558.734,1.52037,1.27815,1.39848,0.67056,0.61118,0.66007,0.32026,1.81891,1.58516,1.62144,0.00927867,0.00927867,0.00927867
89,564.895,1.54967,1.28478,1.40065,0.64299,0.59949,0.66904,0.34693,1.60807,1.74055,1.49408,0.00926242,0.00926242,0.00926242
90,570.869,1.5111,1.31284,1.40268,0.55449,0.57353,0.56174,0.2791,1.77599,2.30661,1.62056,0.00924601,0.00924601,0.00924601
91,577.485,1.50728,1.25045,1.3741,0.69518,0.61488,0.69079,0.3445,1.55366,1.45021,1.46275,0.00922942,0.00922942,0.00922942
92,584.017,1.5128,1.26396,1.38757,0.73536,0.65407,0.73503,0.3793,1.44664,1.32401,1.41971,0.00921268,0.00921268,0.00921268
93,590.199,1.50124,1.25674,1.37983,0.65187,0.63725,0.68501,0.35409,1.60899,1.80788,1.49275,0.00919576,0.00919576,0.00919576
94,596.095,1.49698,1.27905,1.36861,0.6195,0.58566,0.62588,0.30833,1.66847,1.76088,1.56267,0.00917869,0.00917869,0.00917869
95,602.359,1.48905,1.24864,1.38583,0.70946,0.64491,0.71228,0.39128,1.5552,2.17679,1.48171,0.00916145,0.00916145,0.00916145
96,608.523,1.49364,1.24095,1.38737,0.61127,0.608,0.65737,0.34545,1.74782,1.64195,1.60872,0.00914405,0.00914405,0.00914405
97,614.697,1.50882,1.2583,1.40851,0.68083,0.5769,0.66401,0.34035,1.6081,1.50811,1.52078,0.00912649,0.00912649,0.00912649
98,620.99,1.50109,1.24486,1.36485,0.70171,0.644,0.71365,0.37663,1.60574,1.48437,1.48259,0.00910876,0.00910876,0.00910876
99,627.175,1.48366,1.23981,1.3782,0.63417,0.62313,0.695,0.3788,1.48345,1.39861,1.46656,0.00909088,0.00909088,0.00909088
100,633.811,1.49824,1.26432,1.38292,0.70629,0.65409,0.71629,0.37285,1.55043,1.29552,1.46655,0.00907284,0.00907284,0.00907284
101,640.042,1.45896,1.21203,1.35276,0.70348,0.66906,0.74067,0.39983,1.47538,1.27985,1.41583,0.00905463,0.00905463,0.00905463
102,646.187,1.49122,1.2492,1.37279,0.64449,0.62742,0.67591,0.34519,1.69035,1.31559,1.53705,0.00903627,0.00903627,0.00903627
103,652.573,1.47659,1.23806,1.36858,0.74583,0.61024,0.69643,0.37839,1.53845,1.371,1.46553,0.00901776,0.00901776,0.00901776
104,658.789,1.46355,1.21011,1.35533,0.65536,0.63524,0.67055,0.3498,1.64004,1.45219,1.50439,0.00899908,0.00899908,0.00899908
105,665.065,1.50626,1.19635,1.35984,0.57912,0.63327,0.65842,0.34808,1.6274,1.52255,1.51513,0.00898025,0.00898025,0.00898025
106,671.597,1.45159,1.22861,1.36985,0.59041,0.59413,0.62159,0.30867,1.6866,1.63984,1.546,0.00896127,0.00896127,0.00896127
107,677.804,1.47351,1.22616,1.36493,0.62333,0.57493,0.61316,0.29461,1.82594,1.90286,1.60549,0.00894213,0.00894213,0.00894213
108,684.006,1.48563,1.22416,1.37773,0.72763,0.64279,0.71384,0.37584,1.54287,1.4356,1.46641,0.00892283,0.00892283,0.00892283
109,690.212,1.4905,1.24482,1.3871,0.71353,0.67191,0.75388,0.42484,1.42217,1.20326,1.40632,0.00890339,0.00890339,0.00890339
110,696.416,1.49274,1.24587,1.3811,0.71117,0.64815,0.71576,0.38817,1.60266,1.40903,1.50576,0.00888379,0.00888379,0.00888379
111,702.491,1.49452,1.22435,1.37022,0.68453,0.67374,0.72008,0.38526,1.57727,1.45348,1.47177,0.00886404,0.00886404,0.00886404
112,708.989,1.47119,1.22049,1.37178,0.76033,0.62505,0.71408,0.39218,1.54454,1.32098,1.46758,0.00884414,0.00884414,0.00884414
113,715.282,1.45103,1.22354,1.35878,0.67265,0.59366,0.6578,0.35061,1.62084,1.55546,1.51063,0.00882409,0.00882409,0.00882409
114,721.403,1.47168,1.20396,1.36573,0.56294,0.5304,0.54016,0.2713,1.70383,2.06316,1.53809,0.00880389,0.00880389,0.00880389
115,727.873,1.4683,1.24199,1.36465,0.66191,0.61204,0.68175,0.37473,1.52585,1.41756,1.45605,0.00878354,0.00878354,0.00878354
116,734.426,1.45862,1.22857,1.37529,0.73176,0.66708,0.74128,0.4063,1.48634,1.20157,1.41102,0.00876305,0.00876305,0.00876305
117,741.043,1.43374,1.19595,1.36835,0.77032,0.68219,0.76312,0.43722,1.39421,1.21927,1.38444,0.00874241,0.00874241,0.00874241
118,747.799,1.42028,1.18117,1.34238,0.75004,0.66543,0.75605,0.41632,1.52018,1.32336,1.43122,0.00872162,0.00872162,0.00872162
119,754.095,1.45218,1.20349,1.34802,0.71502,0.66991,0.75137,0.39401,1.55826,1.3618,1.47399,0.00870069,0.00870069,0.00870069
120,759.8,1.46809,1.21108,1.3684,0.63213,0.67984,0.70971,0.36987,1.5527,1.28694,1.47663,0.00867961,0.00867961,0.00867961
121,765.51,1.50458,1.20588,1.37978,0.67425,0.59267,0.66712,0.35485,1.66498,1.41712,1.55664,0.00865839,0.00865839,0.00865839
122,771.314,1.46795,1.21714,1.37124,0.72293,0.66611,0.71695,0.38545,1.60188,1.35869,1.49896,0.00863703,0.00863703,0.00863703
123,776.914,1.46583,1.20233,1.37363,0.66681,0.63344,0.67385,0.3511,1.5417,1.39048,1.48104,0.00861553,0.00861553,0.00861553
124,782.401,1.45318,1.18877,1.36448,0.75676,0.60256,0.71128,0.38006,1.53718,1.28976,1.46653,0.00859389,0.00859389,0.00859389
125,788.138,1.45853,1.20108,1.35351,0.70075,0.67529,0.71948,0.38808,1.51513,1.3434,1.4787,0.0085721,0.0085721,0.0085721
126,794.146,1.4517,1.19202,1.3514,0.6762,0.64203,0.70964,0.38615,1.51092,1.28327,1.44459,0.00855018,0.00855018,0.00855018
127,800.388,1.43443,1.17516,1.3534,0.72661,0.65309,0.72989,0.40502,1.54515,1.32715,1.47134,0.00852812,0.00852812,0.00852812
128,806.437,1.47099,1.19625,1.35825,0.67273,0.67862,0.71913,0.38545,1.49525,1.40748,1.4472,0.00850592,0.00850592,0.00850592
129,812.443,1.47438,1.2,1.34627,0.65923,0.65809,0.71254,0.38457,1.53672,1.47999,1.46444,0.00848358,0.00848358,0.00848358
130,818.637,1.45708,1.20922,1.35092,0.73346,0.64842,0.74631,0.41396,1.50313,1.28282,1.41859,0.00846111,0.00846111,0.00846111
131,824.87,1.45604,1.18562,1.34082,0.69955,0.67845,0.73192,0.39924,1.49888,1.30685,1.44687,0.00843851,0.00843851,0.00843851
132,831.37,1.47851,1.21064,1.35689,0.64346,0.63217,0.67838,0.35673,1.65468,1.50081,1.51933,0.00841577,0.00841577,0.00841577
133,837.692,1.4849,1.20583,1.3597,0.72051,0.65345,0.7261,0.40223,1.50068,1.31173,1.43504,0.0083929,0.0083929,0.0083929
134,844.141,1.45944,1.17468,1.3283,0.63116,0.65847,0.71314,0.37775,1.5248,1.28736,1.46634,0.00836989,0.00836989,0.00836989
135,850.787,1.43041,1.18435,1.34346,0.71231,0.6407,0.71903,0.37548,1.6067,1.35967,1.48993,0.00834676,0.00834676,0.00834676
136,856.964,1.45069,1.19126,1.34468,0.71603,0.66809,0.72283,0.37546,1.61064,1.28839,1.47462,0.00832349,0.00832349,0.00832349
137,863.084,1.44077,1.16366,1.33841,0.70144,0.66534,0.71833,0.39003,1.47154,1.22722,1.40832,0.0083001,0.0083001,0.0083001
138,869.05,1.46469,1.21123,1.36655,0.70843,0.68445,0.75397,0.40734,1.4396,1.27137,1.42263,0.00827658,0.00827658,0.00827658
139,875.273,1.43275,1.169,1.33742,0.61933,0.68966,0.70625,0.39023,1.49427,1.4115,1.42745,0.00825293,0.00825293,0.00825293
140,881.642,1.44639,1.20206,1.34105,0.68634,0.63441,0.70507,0.37909,1.55833,1.34489,1.49277,0.00822915,0.00822915,0.00822915
141,887.827,1.44141,1.16721,1.34171,0.69167,0.55712,0.66354,0.34041,1.68771,1.34952,1.53743,0.00820525,0.00820525,0.00820525
142,894.08,1.44709,1.19333,1.36286,0.67432,0.68433,0.73676,0.40401,1.45692,1.24448,1.43591,0.00818122,0.00818122,0.00818122
143,900.617,1.45859,1.18469,1.3458,0.69864,0.59621,0.70113,0.37458,1.56158,1.33853,1.47578,0.00815707,0.00815707,0.00815707
144,906.697,1.4272,1.14992,1.33376,0.69923,0.6538,0.73299,0.41291,1.43457,1.40861,1.42218,0.0081328,0.0081328,0.0081328
145,912.935,1.44669,1.20186,1.36279,0.70863,0.66693,0.73925,0.4012,1.52355,1.26368,1.45198,0.00810841,0.00810841,0.00810841
146,919.518,1.43373,1.18833,1.34842,0.65742,0.6808,0.71877,0.39498,1.51076,1.29632,1.45442,0.00808389,0.00808389,0.00808389
147,925.856,1.44213,1.16765,1.35503,0.69405,0.64422,0.72062,0.38789,1.53177,1.35873,1.44951,0.00805925,0.00805925,0.00805925
148,932.241,1.42845,1.17587,1.33721,0.67826,0.6578,0.7253,0.38747,1.5248,1.55708,1.44807,0.0080345,0.0080345,0.0080345
149,938.719,1.45391,1.15814,1.3195,0.72218,0.66459,0.741,0.40854,1.50208,1.33537,1.41619,0.00800963,0.00800963,0.00800963
150,945.18,1.4313,1.17034,1.34636,0.69471,0.67693,0.7427,0.41959,1.45568,1.18667,1.41241,0.00798464,0.00798464,0.00798464
151,951.61,1.44979,1.16844,1.34683,0.71401,0.6519,0.72861,0.40833,1.52641,1.29045,1.45298,0.00795954,0.00795954,0.00795954
152,958.122,1.40477,1.12515,1.32098,0.68268,0.6199,0.69856,0.39134,1.55109,1.53187,1.46681,0.00793432,0.00793432,0.00793432
153,964.423,1.46008,1.17256,1.34101,0.72721,0.67778,0.74756,0.41398,1.521,1.23862,1.45153,0.00790898,0.00790898,0.00790898
154,970.875,1.42909,1.15957,1.34479,0.71213,0.67024,0.74509,0.40673,1.47441,1.295,1.42569,0.00788354,0.00788354,0.00788354
155,977.229,1.43037,1.14626,1.33794,0.70544,0.66028,0.73423,0.40297,1.5432,1.31728,1.44588,0.00785798,0.00785798,0.00785798
156,983.505,1.41734,1.13352,1.3213,0.68933,0.64987,0.70872,0.38938,1.56118,1.31124,1.4412,0.00783231,0.00783231,0.00783231
157,989.893,1.4369,1.15441,1.34564,0.72884,0.66054,0.74357,0.41471,1.52734,1.17154,1.43952,0.00780653,0.00780653,0.00780653
158,996.429,1.42631,1.17546,1.34494,0.69995,0.65271,0.72115,0.40777,1.47033,1.26124,1.4271,0.00778065,0.00778065,0.00778065
159,1002.41,1.42354,1.14527,1.31219,0.719,0.61168,0.70105,0.38616,1.55904,1.26468,1.46045,0.00775465,0.00775465,0.00775465
160,1008.86,1.41403,1.14868,1.33278,0.73188,0.63307,0.71618,0.38757,1.6053,1.24546,1.49333,0.00772855,0.00772855,0.00772855
161,1015.5,1.40738,1.13843,1.31426,0.66572,0.65047,0.70134,0.38027,1.54568,1.38829,1.45794,0.00770234,0.00770234,0.00770234
162,1021.73,1.41923,1.17318,1.3271,0.69707,0.6677,0.73802,0.40232,1.47919,1.222,1.42657,0.00767603,0.00767603,0.00767603
163,1028.05,1.41989,1.11182,1.32185,0.67337,0.65125,0.70327,0.3808,1.52712,1.43395,1.42781,0.00764961,0.00764961,0.00764961
164,1034.82,1.41006,1.13211,1.34194,0.7702,0.65512,0.75463,0.41655,1.41173,1.12971,1.4008,0.0076231,0.0076231,0.0076231
165,1041.51,1.41012,1.12485,1.31582,0.7193,0.64362,0.7352,0.39359,1.55459,1.18713,1.46243,0.00759648,0.00759648,0.00759648
166,1047.94,1.3986,1.12982,1.34015,0.6754,0.71198,0.76773,0.43063,1.43491,1.16905,1.40596,0.00756976,0.00756976,0.00756976
167,1054.43,1.41187,1.14717,1.3315,0.76371,0.66022,0.7561,0.41101,1.48049,1.14133,1.41724,0.00754293,0.00754293,0.00754293
168,1060.66,1.38183,1.09833,1.31327,0.74394,0.64211,0.73068,0.4098,1.51516,1.21564,1.42815,0.00751602,0.00751602,0.00751602
169,1067.15,1.3965,1.12359,1.30004,0.76133,0.66304,0.7603,0.42102,1.46453,1.17953,1.40454,0.007489,0.007489,0.007489
170,1073.86,1.40993,1.14967,1.32091,0.71822,0.66905,0.74912,0.42477,1.47882,1.13774,1.4087,0.00746189,0.00746189,0.00746189
171,1079.85,1.40589,1.12158,1.31728,0.75178,0.64779,0.74603,0.40698,1.50691,1.20094,1.42226,0.00743468,0.00743468,0.00743468
172,1086.43,1.41158,1.1236,1.3167,0.76568,0.7026,0.79385,0.44427,1.3838,1.11357,1.37275,0.00740738,0.00740738,0.00740738
173,1092.82,1.3866,1.11036,1.3124,0.711,0.64109,0.71264,0.37738,1.58881,1.24115,1.47797,0.00737998,0.00737998,0.00737998
174,1099.26,1.39399,1.08712,1.31228,0.70395,0.60859,0.69067,0.36603,1.60174,1.24665,1.50609,0.0073525,0.0073525,0.0073525
175,1105.6,1.36413,1.10351,1.32759,0.68852,0.6582,0.73505,0.41185,1.46888,1.14733,1.41398,0.00732492,0.00732492,0.00732492
176,1111.68,1.42897,1.14122,1.31905,0.72662,0.63994,0.72848,0.39568,1.50788,1.22571,1.44008,0.00729725,0.00729725,0.00729725
177,1117.89,1.37974,1.11754,1.3074,0.69889,0.70153,0.75298,0.42455,1.45959,1.15338,1.42273,0.0072695,0.0072695,0.0072695
178,1123.53,1.36772,1.10421,1.30614,0.74911,0.66829,0.76593,0.42932,1.41073,1.13998,1.39314,0.00724165,0.00724165,0.00724165
179,1129.26,1.39259,1.13818,1.32504,0.75388,0.65902,0.7441,0.41672,1.49108,1.14785,1.43968,0.00721372,0.00721372,0.00721372
180,1134.97,1.38989,1.13112,1.32154,0.77367,0.70033,0.79125,0.45509,1.37757,1.11067,1.36296,0.00718571,0.00718571,0.00718571
181,1140.66,1.37528,1.09095,1.29466,0.71396,0.67071,0.73762,0.41277,1.49947,1.26132,1.44353,0.00715761,0.00715761,0.00715761
182,1146.25,1.42935,1.11646,1.30888,0.71037,0.69328,0.76086,0.42255,1.44674,1.12914,1.41137,0.00712942,0.00712942,0.00712942
183,1152.07,1.39644,1.11611,1.31533,0.77689,0.67914,0.76821,0.41624,1.47236,1.17152,1.41973,0.00710116,0.00710116,0.00710116
184,1157.95,1.41171,1.13466,1.32446,0.66414,0.6795,0.70776,0.39786,1.55199,1.2366,1.4965,0.00707281,0.00707281,0.00707281
185,1164,1.37779,1.10866,1.32435,0.71984,0.67266,0.74545,0.41486,1.45803,1.17725,1.4304,0.00704439,0.00704439,0.00704439
